tracking_id	XH_1916	XH_1917	XH_1918	XH_1919	XH_1920	XH_1921	XH_1922	XH_1923	XH_1924
ENSMUSG00000033006	0.221821	0.612829	0.530339	0.215921	0.412494	0.513315	0.0823908	0.241583	0.225176	
ENSMUSG00000033007	0.0111727	0.0221315	0	0	0	0.0244161	0.0274508	0	0.00823496	
ENSMUSG00000033009	11.0968	10.0088	12.1203	7.00299	10.1595	11.1661	9.12858	9.75225	8.09703	
ENSMUSG00000033014	32.7115	28.5052	35.4993	47.9199	43.144	34.4285	39.2198	33.818	33.069	
ENSMUSG00000033015	0	0	0	0	0	0	0	0	0	
ENSMUSG00000033016	0.508828	0.347553	0.486542	0.613238	0.792993	0.425424	0.34181	0.532872	0.306849	
ENSMUSG00000033020	137.122	136.591	107.947	86.4956	119.678	96.7625	113.693	124.444	154.92	
ENSMUSG00000033021	20.9392	22.7367	21.7039	22.7699	18.4799	28.8349	21.6182	23.612	23.9991	
ENSMUSG00000033022	2.67651	4.76348	4.78136	2.89741	10.1179	4.01323	6.00355	6.73841	6.79697	
ENSMUSG00000033024	0	0	0	0	0	0	0	0	0	
ENSMUSG00000033027	0	0	0	0	0	0	0	0	0	
ENSMUSG00000033029	2.69544	2.95545	3.30677	2.10159	3.19046	3.09731	2.8754	2.38778	2.49249	
ENSMUSG00000033031	29.097	29.8032	33.1113	44.0336	47.7351	30.5893	35.785	29.0066	32.2775	
ENSMUSG00000033032	2.20718	1.66546	1.67177	1.91248	1.85418	2.13145	1.69202	1.77963	1.38536	
ENSMUSG00000033033	1.91664	2.21236	1.75285	1.23202	1.46002	2.37113	1.71491	2.32123	2.08981	
ENSMUSG00000033036	0.421574	0.521231	0.369804	1.22063	0.327073	1.28644	0.807273	0.347207	0.553349	
ENSMUSG00000033039	5.11082	3.11185	4.52007	4.33905	2.94565	5.01794	3.96293	5.56641	3.03504	
ENSMUSG00000033044	0	0	0	0	0	0	0	0.110546	0	
ENSMUSG00000033047	294.731	309.674	291.29	242.208	289.737	361.36	320.932	330.194	328.846	
ENSMUSG00000033053	0	0	0	0	0	0	0	0.0740317	0	
ENSMUSG00000033054	10.7494	9.42003	12.4107	12.6375	13.572	10.7677	10.6198	9.80101	9.84271	
ENSMUSG00000033055	14.5521	17.9016	14.3142	13.3979	9.97313	15.0084	12.0867	15.5451	15.4469	
ENSMUSG00000033059	25.4903	28.9031	23.7809	24.8703	22.2212	23.9893	26.0853	23.0688	25.9884	
ENSMUSG00000033060	4.45206	7.68607	9.22464	25.9322	21.9154	10.39	19.4462	10.2414	14.0512	
ENSMUSG00000033061	0	0.0909651	0.0968161	0	0	0.415333	0.0384759	0.0908351	0.196967	
ENSMUSG00000033063	0.0706933	0.0326589	0.15792	0.0252633	0	0.0268398	0.00672054	0	0.00332068	
ENSMUSG00000033065	31.3326	30.653	25.8013	27.9249	29.7509	28.8967	23.8619	30.6157	26.4742	
ENSMUSG00000033066	1.13603	2.19455	1.53276	2.99857	2.20877	2.59454	2.01629	2.12288	1.55205	
ENSMUSG00000033068	20.3614	20.0148	17.2634	12.9982	15.8291	20.2672	17.8586	19.4695	18.9234	
ENSMUSG00000033075	21.7425	16.7185	19.4999	23.0442	16.5685	19.4362	15.9478	17.8144	14.8994	
ENSMUSG00000033080	0.00708586	0.0139632	0.0148355	0	0.0477731	0.0153434	0	0.0141082	0	
ENSMUSG00000033082	0	0	0.00540635	0	0.117823	0	0.00707888	0	0	
ENSMUSG00000033083	1.5265	1.47925	0.708352	1.16194	1.15513	1.18779	0.849494	1.30386	0.560174	
ENSMUSG00000033088	28.5686	34.8589	22.7812	22.0795	21.5476	27.4025	20.3281	29.2671	28.5727	
ENSMUSG00000033096	6.58682	6.94199	7.05415	8.96926	9.28365	7.83768	10.0044	6.52717	8.52734	
ENSMUSG00000033099	29.9625	29.9134	32.6119	25.9513	23.5988	34.558	30.1951	33.0468	36.8631	
ENSMUSG00000033102	7.90375	4.41426	4.7497	5.5754	4.36523	5.52362	4.26557	6.07725	3.66912	
ENSMUSG00000033105	34.6022	30.3567	23.002	16.4525	19.8156	24.142	24.2624	23.5612	24.4957	
ENSMUSG00000033106	48.5961	48.6412	52.8541	34.2759	37.4614	46.7997	30.3374	47.3753	29.4687	
ENSMUSG00000033107	13.1671	11.8847	11.0855	6.68132	4.13762	8.9253	4.5737	9.20223	3.80081	
ENSMUSG00000033111	1.84432	2.6113	1.84968	3.46394	2.24262	1.39564	3.55652	2.20382	2.03996	
ENSMUSG00000033114	1.97905	1.91286	3.10186	4.42521	2.48844	3.70554	2.53606	2.97283	3.71287	
ENSMUSG00000033122	0.0525978	0	0	0	0.425056	0	0.186301	0	0.303395	
ENSMUSG00000033124	9.33725	10.1082	8.11913	7.01598	6.60652	9.60528	6.72132	8.63229	7.76026	
ENSMUSG00000033126	1.0873	0.707823	1.0715	1.19104	0.949996	1.19375	0.781949	1.04349	0.712228	
ENSMUSG00000033128	25.3498	22.2102	19.4842	16.3189	18.2963	21.0908	15.9621	20.9264	20.4671	
ENSMUSG00000033147	0.144399	0.129867	0.174606	0.219328	0.224366	0.098125	0.145314	0.506379	0.277078	
ENSMUSG00000033149	2.32706	2.17257	1.96726	2.8785	3.80134	2.38416	2.71364	2.79289	1.48294	
ENSMUSG00000033152	1.28766	1.62453	1.06929	0.890535	1.27099	1.94849	0.96447	1.75746	0.790494	
ENSMUSG00000033156	0	0	0	0	0	0	0.0523566	0	0	
ENSMUSG00000033157	13.7396	11.5421	10.37	9.67143	5.46357	10.224	9.82317	13.021	10.9913	
ENSMUSG00000033159	14.2608	11.6801	12.1842	7.24759	6.45727	12.2505	8.35746	14.6294	7.59833	
ENSMUSG00000033161	153.264	168.549	159.069	145.334	126.398	177.398	147.417	160.666	150.294	
ENSMUSG00000033166	44.6139	46.4551	53.7818	56.944	61.2757	50.4262	52.7011	46.7398	48.42	
ENSMUSG00000033170	8.47987	5.76579	5.56214	3.26586	3.0701	6.35266	3.10554	6.20725	4.18532	
ENSMUSG00000033174	1.18754	0.53233	0.811066	0.800874	0.749812	0.663842	0.470585	1.1936	0.281905	
ENSMUSG00000033177	0.0239686	0.0237626	0.037889	0.0753434	1.77216	0.0262367	0.0695656	0.0947472	0.169419	
ENSMUSG00000033182	0.0182495	0.0364786	0.23707	0.157656	0	0.154149	0.0864789	0	0.0493438	
ENSMUSG00000033184	28.6174	24.685	27.4562	15.9737	29.2278	28.5151	28.4449	27.0916	28.2205	
ENSMUSG00000033186	16.3607	13.3334	14.5277	22.8696	23.6695	16.202	22.3814	13.9619	17.2684	
ENSMUSG00000033187	0.0519778	0.0257966	0.0137077	0.0820088	0	0	0.0106782	0.0780512	0.0313236	
ENSMUSG00000033191	0.0780419	0.438182	0.413995	0.11894	0.264313	0.264461	0.392852	0.428225	0.223316	
ENSMUSG00000033192	0.73287	1.04534	0.938024	0.858061	0.79352	0.943195	0.5339	0.951212	0.706875	
ENSMUSG00000033196	0.0194153	0.00861398	0.00457105	0	0	0.00944184	0.0141884	0.00871076	0.0070043	
ENSMUSG00000033200	0	0	0	0	0	0	0	0	0	
ENSMUSG00000033207	0.133073	0.140393	0.120464	0.195266	0.120256	0.077036	0.137624	0.14226	0.0711411	
ENSMUSG00000033208	0.0194921	0.116932	0	0	0	0.043368	0.0324084	0	0.047168	
ENSMUSG00000033209	0.679922	0.486598	0.565284	0.624301	1.47452	0.908786	0.929483	0.983846	0.932262	
ENSMUSG00000033210	0	0	0	0	0	0	0	0.0154652	0	
ENSMUSG00000033213	7.00083	5.77169	5.80192	8.75979	6.5629	5.4768	7.16923	5.43544	6.46712	
ENSMUSG00000033214	0.234787	0.356512	0.333667	0.336461	0.184543	0.178581	0.223054	0.273693	0.208346	
ENSMUSG00000033216	23.3002	27.1417	25.9533	29.1775	41.1495	26.2599	26.2256	26.7257	29.2138	
ENSMUSG00000033219	0	0	0.0995731	0	0	0	0	0	0	
ENSMUSG00000033220	1.41748	0.945223	1.73036	4.22613	2.54994	3.99589	6.63153	1.23745	5.94928	
ENSMUSG00000033222	23.5051	21.2928	22.1567	19.4378	19.0141	23.9374	20.3138	21.9778	19.8284	
ENSMUSG00000033227	0.201913	0.414478	0.26926	0.472853	0.511646	0.384849	0.177378	0.55484	0.418986	
ENSMUSG00000033228	42.4033	36.7367	42.3483	46.4075	48.8608	40.7542	39.2479	36.5008	32.9856	
ENSMUSG00000033233	3.39853	3.35841	3.00211	2.11237	1.50649	3.37668	2.73674	3.17689	3.49643	
ENSMUSG00000033237	17.0495	13.9526	14.9483	16.6431	12.3979	13.8765	12.3736	14.1566	12.1085	
ENSMUSG00000033249	1.65585	1.98279	1.08679	0.156568	0.5099	0.747637	0.206425	1.24368	0.414811	
ENSMUSG00000033253	10.6229	9.79467	9.52786	9.80117	9.49339	11.2667	11.6905	11.3635	11.2865	
ENSMUSG00000033255	0.0384476	0.342005	0.222084	1.2552	1.43922	0.355966	1.44393	0.268558	1.32521	
ENSMUSG00000033256	6.08132	7.20721	6.37831	13.2692	11.8549	4.55314	19.8837	5.90035	21.4859	
ENSMUSG00000033257	51.7974	44.5384	46.0108	35.5453	36.3495	40.604	33.3249	43.7084	35.9077	
ENSMUSG00000033268	0.0553977	0.158381	0.126195	0.0614194	0.101088	0.141127	0.244576	0.0500392	0.173034	
ENSMUSG00000033272	72.0864	92.4307	63.0028	74.3172	60.987	89.0733	65.5101	69.7936	76.5198	
ENSMUSG00000033276	2.3248	2.36667	2.3809	1.30755	2.38748	2.22864	2.88667	2.28734	2.49762	
ENSMUSG00000033278	0.442309	0.210882	0.387912	0.398386	0.701153	0.458047	0.425994	0.456595	0.391794	
ENSMUSG00000033282	4.56475	4.08584	2.60662	1.72464	3.67767	3.06898	1.58609	2.3565	1.67308	
ENSMUSG00000033285	53.4732	56.5263	57.5912	74.4581	56.8307	52.946	58.7125	47.8392	52.232	
ENSMUSG00000033287	21.9542	24.1024	21.7032	23.2214	20.1858	23.7193	20.9101	22.3026	25.9852	
ENSMUSG00000033294	75.7416	78.6384	75.6985	61.1251	57.6143	76.0739	70.9759	77.1486	78.8732	
ENSMUSG00000033295	72.4494	52.6653	41.799	47.5232	41.1081	49.4268	48.5637	48.8034	56.0395	
ENSMUSG00000033306	1.51219	1.53855	2.28425	5.15937	3.05574	2.26794	2.08946	1.43497	1.79723	
ENSMUSG00000033307	2018.2	2007.83	1212.43	903.983	776.659	1049.68	727.554	1527.99	1423.61	
ENSMUSG00000033308	0.0323555	0.0601922	0.0749372	0.072697	0.0797273	0.111854	0.0529591	0.0354303	0.0896262	
ENSMUSG00000033313	0.384744	0.736082	0.67281	0.282408	0	0.391179	0.195237	0.53421	0.33335	
ENSMUSG00000033316	2.53328	0.766764	0.679603	0.293707	0.2631	0.761314	0.239188	0.94312	0.409127	
ENSMUSG00000033318	12.0865	3.15274	3.74491	6.78175	3.29159	4.24638	4.78839	5.0483	6.23878	
ENSMUSG00000033319	12.3183	9.24965	10.3037	5.11885	11.0197	9.77173	10.5456	8.91214	9.75126	
ENSMUSG00000033323	22.7821	19.8822	20.9195	22.4642	17.2098	19.5762	19.94	19.9578	19.329	
ENSMUSG00000033326	29.2272	28.3821	27.8569	27.1318	23.1225	28.5885	23.6586	25.0339	24.5134	
ENSMUSG00000033327	0.04183	0.0250708	0.0349235	0.0771089	0.0370016	0.0868265	0.0635467	0.134255	0.0550112	
ENSMUSG00000033335	34.7247	44.8303	39.1846	41.0431	44.1176	44.9934	41.1866	42.303	43.2191	
ENSMUSG00000033342	0	0	0	0	0	0	0.00504674	0	0	
ENSMUSG00000033343	0	0	0.0355108	0.226699	0	0	0.140066	0	0.0801734	
ENSMUSG00000033350	0.469926	0.654553	0.441125	0.760921	0.381971	0.670596	0.582011	0.761716	0.524002	
ENSMUSG00000033352	17.9621	23.6494	27.9108	32.8343	31.4422	27.8688	27.1253	23.7502	23.7314	
ENSMUSG00000033355	0.536761	0.470292	0.393817	1.14821	0.562691	0.701149	0.70107	0.386527	0.536926	
ENSMUSG00000033356	3.74574	4.10096	3.46866	4.54722	3.18875	4.30818	2.78373	4.38952	2.70231	
ENSMUSG00000033361	0.815666	0.762476	0.570477	0.73286	0.745894	0.738555	0.812772	0.601914	0.526994	
ENSMUSG00000033364	12.3884	12.3664	16.0581	19.6837	25.6173	14.4143	16.2231	14.4218	15.4852	
ENSMUSG00000033365	14.1993	17.5378	16.7261	14.9368	13.8677	15.8245	17.4011	16.0645	17.1644	
ENSMUSG00000033368	0	0.0321218	0.0341424	0.20638	0	0.1425	0.053306	0.0647458	0.116854	
ENSMUSG00000033373	25.027	23.8585	23.716	32.7858	28.3908	24.8564	39.5957	25.9644	41.074	
ENSMUSG00000033377	0.0877888	0	0.0357704	0	1.86665	0.0247599	0.00589261	0.0226435	0.00909073	
ENSMUSG00000033379	111.453	85.9761	74.2482	66.4244	53.6538	66.5856	67.3532	76.0015	83.4814	
ENSMUSG00000033382	12.218	11.1635	13.5975	16.4335	15.8383	11.5146	13.0236	10.9535	11.5549	
ENSMUSG00000033383	0	0	0.00912074	0	0	0	0.0141727	0	0.0139302	
ENSMUSG00000033386	24.0146	20.3337	21.0256	19.3359	19.3967	29.7714	20.2658	23.947	21.2953	
ENSMUSG00000033389	2.90064	4.74229	4.09681	6.01449	5.83828	4.51768	4.36933	3.95231	4.8912	
ENSMUSG00000033392	14.4797	12.9668	14.5978	22.5962	17.9885	14.8906	14.8936	14.0306	14.7174	
ENSMUSG00000033396	8.71392	8.13119	7.67977	8.75276	7.89988	8.95035	7.87999	8.5786	8.47553	
ENSMUSG00000033400	4.05574	3.91949	4.03396	4.65294	4.98289	4.04209	4.51273	3.57426	4.25487	
ENSMUSG00000033405	2.08642	1.38144	2.32843	2.1052	1.62633	2.33217	1.63402	1.89171	1.36741	
ENSMUSG00000033409	0.133999	0	0	0	0	0.102853	0	0	0	
ENSMUSG00000033411	15.3001	13.4634	17.3951	26.7648	22.5578	17.8401	21.2281	16.0882	16.9802	
ENSMUSG00000033416	6.7876	6.52275	6.58806	6.42197	5.20326	8.02757	6.45946	8.25439	6.85538	
ENSMUSG00000033417	18.6433	15.8398	16.5449	29.8526	24.9417	12.9916	16.8331	15.9991	18.593	
ENSMUSG00000033419	0.489765	0.436563	0.284732	0.458853	0.482288	0.269771	0.656628	0.765222	0.500608	
ENSMUSG00000033420	0.96979	1.03267	1.30089	1.11097	1.24964	1.13645	1.12771	1.09457	0.76791	
ENSMUSG00000033423	34.7342	32.3981	27.4392	27.6184	31.7966	32.5707	30.9254	28.5112	31.621	
ENSMUSG00000033427	0.0991117	1.39581	1.12084	1.05002	4.59283	1.37094	1.61949	1.10995	1.02648	
ENSMUSG00000033429	17.2769	15.4767	12.5967	17.2838	17.4129	11.9079	17.9472	12.8333	17.061	
ENSMUSG00000033430	10.2127	11.3396	11.2232	8.72592	7.46721	11.2825	7.20518	10.4753	7.58325	
ENSMUSG00000033434	66.043	61.379	43.0031	52.9917	44.5699	41.5917	32.3261	54.3606	61.9936	
ENSMUSG00000033436	8.219	7.92589	8.94458	8.93463	11.723	8.44587	11.2309	8.40244	10.3662	
ENSMUSG00000033439	8.45552	9.90034	10.8955	20.7678	16.9099	11.1408	12.7829	9.6577	12.2045	
ENSMUSG00000033444	13.4609	15.3624	15.8516	16.0808	14.6404	17.9035	14.6877	15.0209	13.8153	
ENSMUSG00000033446	3.02346	1.31183	1.30101	2.48281	1.57557	0.962521	2.05309	1.09227	1.91368	
ENSMUSG00000033450	0.123563	0.0871501	0.152894	0.218797	0.119789	0.0959257	0.16549	0.158414	0.127278	
ENSMUSG00000033453	0.325476	0.306505	0.409343	0.352576	0.357213	0.412743	0.399018	0.363067	0.359671	
ENSMUSG00000033454	1.68387	1.38526	1.43146	2.07239	2.05109	1.51958	1.80619	1.28741	1.55233	
ENSMUSG00000033458	2.3731	2.17519	2.60064	2.33464	2.19364	2.34023	2.77452	2.16566	2.54428	
ENSMUSG00000033460	19.9843	21.0518	18.6192	37.9551	32.2459	20.5023	31.2465	18.1707	32.2994	
ENSMUSG00000033467	10.039	11.7926	7.78741	11.6931	9.76606	5.87702	4.75959	9.72318	13.9323	
ENSMUSG00000033470	0	0	0	0	0	0	0.0134162	0	0.0131023	
ENSMUSG00000033475	61.7039	40.4191	51.2786	51.1546	34.8452	41.3846	53.5056	53.9163	62.3676	
ENSMUSG00000033478	4.67182	4.08115	4.51258	6.50973	5.27727	5.43396	5.87749	4.76278	5.79925	
ENSMUSG00000033486	0.174548	0.122379	0.258166	0.0773333	0.897581	0.377283	0.377652	0.787559	0.626982	
ENSMUSG00000033487	16.6733	12.4062	13.236	16.4663	12.2525	13.4126	14.2558	11.7014	12.3009	
ENSMUSG00000033488	2.23267	2.48672	1.93265	2.50672	1.99189	2.90072	3.40919	3.11469	3.19637	
ENSMUSG00000033491	0.590315	0.482621	0.48629	0.679521	0.743027	0.494614	0.755668	0.437199	0.560616	
ENSMUSG00000033498	0	0	0	0	0	0	0.0111106	0.0273893	0.007342	
ENSMUSG00000033499	22.8386	15.4889	19.0643	21.7991	21.223	16.8513	18.545	16.7338	18.4452	
ENSMUSG00000033501	0.108495	0.147892	0.393361	0.254109	0	0.753204	0.1244	0.666285	0	
ENSMUSG00000033502	1.18492	0.942877	0.877331	2.32917	1.49432	0.987299	1.43111	1.13084	1.23219	
ENSMUSG00000033508	0.371736	0.557391	0.454266	0.120257	0	0.619452	0.262466	0.523766	0.2399	
ENSMUSG00000033510	1.02745	0.969787	0.745831	0.428665	1.65791	0.285202	0.92278	0.764478	0.735189	
ENSMUSG00000033520	0.0123038	0	0.025935	0	0.169204	0	0.141362	0	0.0494073	
ENSMUSG00000033526	9.32555	6.93214	5.60093	5.83459	5.94342	6.5843	5.25632	5.72341	6.77297	
ENSMUSG00000033530	20.9539	15.6617	13.9793	12.3696	10.9101	15.6853	9.87802	13.8361	10.3005	
ENSMUSG00000033533	0	0	0	0	0	0	0	0	0	
ENSMUSG00000033538	0.543647	0.792355	0.280089	0.527371	1.43359	0.315733	0.4517	0.446793	0.438439	
ENSMUSG00000033540	2.86393	2.79369	1.69278	2.35962	1.7452	2.01458	1.74377	2.23392	2.57508	
ENSMUSG00000033542	3.98429	1.84517	2.85831	1.13556	1.90455	3.8568	1.90905	2.66333	1.20989	
ENSMUSG00000033543	36.8102	32.6869	37.52	46.8211	59.6309	27.5185	38.7593	31.8191	33.3111	
ENSMUSG00000033544	0.0426882	0.020457	0.0704792	0.0644681	0	0.0493012	0.147235	0.0444458	0.0580285	
ENSMUSG00000033545	62.2831	43.4705	37.5054	33.7807	17.9282	46.856	26.0182	50.1025	28.203	
ENSMUSG00000033554	15.2765	12.7398	12.1624	19.0177	13.3283	14.3527	14.3788	14.3112	15.4754	
ENSMUSG00000033557	6.5977	6.19738	7.15204	8.22737	6.78893	6.44843	6.70056	6.52663	6.09069	
ENSMUSG00000033565	32.4297	31.3913	30.5904	29.925	28.8379	36.2026	29.3182	38.093	30.7197	
ENSMUSG00000033569	0.161843	0.094326	0.169049	0.203783	0.0706774	0.172582	0.120541	0.17951	0.0886732	
ENSMUSG00000033576	0.059172	0.220668	0.194621	0.300415	0.449951	0.508284	0.330012	0.0514513	0.474026	
ENSMUSG00000033577	4.67959	3.29966	2.41665	2.37234	3.33139	5.36102	2.90318	3.16572	2.47531	
ENSMUSG00000033578	0.278433	0.437289	0.728132	0.465821	0.508373	0.516349	0.869808	0.52896	0.601225	
ENSMUSG00000033579	0.121462	0.0282816	0.0813192	0	0.129036	0.0482383	0.102827	0.142027	0.106337	
ENSMUSG00000033581	25.2167	24.9239	21.444	30.3957	41.8088	23.6378	36.0544	23.3535	43.1379	
ENSMUSG00000033585	2.38075	4.37689	4.58173	3.00314	2.55433	4.02183	3.69875	4.58155	3.53674	
ENSMUSG00000033589	25.2904	28.1375	24.8092	23.7373	21.2717	25.6713	21.392	26.5586	24.8579	
ENSMUSG00000033590	3.63702	2.62833	3.75328	5.43083	6.23493	4.16466	6.07407	3.41194	5.38549	
ENSMUSG00000033594	0.932998	1.11213	1.12857	0.145507	0.397754	1.09679	0.551307	0.966725	0.598708	
ENSMUSG00000033595	0.183376	0.122891	0.137293	0.210234	0	0.058725	0.107281	0.338875	0.171636	
ENSMUSG00000033596	54.1231	48.9681	51.1263	24.9708	27.1679	50.6213	29.8469	44.5318	29.0917	
ENSMUSG00000033597	0.925514	1.40767	1.14109	0.622687	0.990555	1.72658	0.705719	1.26237	0.952726	
ENSMUSG00000033610	3.46617	2.722	2.80607	4.3504	3.52216	2.54866	3.18385	2.56879	2.60828	
ENSMUSG00000033615	2.8152	0.95715	0.896741	1.51136	1.30757	1.89352	0.239758	0.945011	0.443118	
ENSMUSG00000033618	0.765764	0.804587	0.70805	0.833671	0.785086	0.796468	0.557584	0.746701	0.560481	
ENSMUSG00000033623	12.5623	15.7865	11.943	15.4578	13.1553	13.085	10.3289	12.6403	9.9834	
ENSMUSG00000033624	9.19173	7.83788	9.65651	4.79971	6.7614	10.6691	7.22511	10.9771	5.90339	
ENSMUSG00000033628	15.5271	15.4376	15.9702	16.5968	15.9753	16.1612	15.0869	15.6819	15.3928	
ENSMUSG00000033629	12.0076	14.5024	14.1262	12.2722	13.8413	12.7463	13.1882	12.8649	12.3901	
ENSMUSG00000033632	2.39655	1.61076	2.09553	3.47761	3.18223	2.07811	2.26372	2.1479	2.04656	
ENSMUSG00000033633	0.047703	0.0201683	0.307398	1.37378	0	0	0	0.303415	0	
ENSMUSG00000033634	0.0245785	0.113168	0.206132	0.202549	0.110931	0.195623	0.213473	0.21228	0.144338	
ENSMUSG00000033644	5.15005	10.4736	12.4303	5.58079	8.40745	15.3221	9.84912	15.3104	7.11601	
ENSMUSG00000033653	4.94131	3.63554	3.45554	4.90991	9.26958	3.46234	4.30849	3.58423	4.12759	
ENSMUSG00000033658	17.6522	15.6488	14.1832	10.0437	10.8508	14.4183	9.97805	14.2476	9.84847	
ENSMUSG00000033669	7.81892	8.194	7.95959	8.45078	7.48946	8.35685	8.10861	6.52479	7.96787	
ENSMUSG00000033671	3.42809	3.41523	3.98246	6.53237	5.64318	3.48353	3.82694	4.54471	2.97875	
ENSMUSG00000033676	1.27015	2.2617	1.24542	2.08477	1.67275	1.17577	1.82125	0.929594	1.22203	
ENSMUSG00000033684	5.90414	7.39421	6.91712	6.17117	7.18722	8.43454	7.16024	8.55997	6.09259	
ENSMUSG00000033685	129.988	96.0948	61.1156	106.349	106.361	81.6553	116.408	81.8775	160.204	
ENSMUSG00000033688	0.199388	0.779671	0.926604	0.680176	0.902371	0.86062	1.29724	0.875358	1.03422	
ENSMUSG00000033697	7.80415	9.15865	5.74112	8.14666	7.93497	7.94014	6.64993	6.98893	7.67933	
ENSMUSG00000033701	46.6424	55.2284	47.3539	50.4431	60.4727	34.5762	36.1385	41.61	43.784	
ENSMUSG00000033703	14.62	14.6369	12.8869	7.26925	7.02473	13.0993	6.1143	14.4469	8.48142	
ENSMUSG00000033705	1.50345	1.33216	1.26969	2.16095	1.579	1.57054	1.48504	1.60656	1.6285	
ENSMUSG00000033706	61.0692	66.4268	65.1188	46.5895	58.7244	67.3274	59.6123	65.4322	60.9305	
ENSMUSG00000033707	0.334242	0.434709	0.244382	0.375852	0.102539	0.197634	0.11456	0.355518	0.130731	
ENSMUSG00000033712	14.6359	16.0656	16.0655	15.3647	13.5023	17.295	15.5446	15.3404	16.0676	
ENSMUSG00000033713	10.863	7.29051	13.5324	90.6024	13.6672	8.9544	10.6012	10.4486	10.5503	
ENSMUSG00000033715	0.011312	0	0.0357219	0.141741	0.154987	0.151784	0.0833958	0.119875	0.0272366	
ENSMUSG00000033717	0.0750846	0.221722	0.133435	0.0461995	0.0506242	0.178813	0.147506	0.208961	0.150004	
ENSMUSG00000033720	1.28436	0.956535	1.09154	1.14331	1.08311	0.827199	1.08147	0.92353	0.865784	
ENSMUSG00000033721	0.466679	0.359778	0.600817	1.4391	0.721942	1.18896	0.449439	0.466571	0.244725	
ENSMUSG00000033722	1.81551	1.91397	1.27478	0.774108	1.24791	0.986074	0.743319	2.42288	0.650108	
ENSMUSG00000033726	0.110406	0.141818	0.156385	0.356855	0	0.212121	0.164712	0.31133	0.148416	
ENSMUSG00000033728	4.219	4.69861	3.99157	2.24538	2.4032	5.1955	3.87241	4.73339	4.90068	
ENSMUSG00000033730	0.314335	0.549708	0.683754	1.2973	0.669185	0.541211	0.742048	0.816195	0.650081	
ENSMUSG00000033731	0.0525111	0	0	0	0	0	0.0999921	0	0	
ENSMUSG00000033732	190.71	191.382	214.177	103.837	106.589	193.982	135.157	195.793	129.24	
ENSMUSG00000033735	37.0944	55.2961	49.0378	53.4308	49.6959	40.9243	42.2556	50.411	59.0974	
ENSMUSG00000033737	2.24419	1.67003	1.57818	1.93748	1.2939	1.02753	0.975524	1.15297	0.920203	
ENSMUSG00000033739	3.27737	6.21025	5.67213	6.45163	6.8378	7.64655	5.56615	4.96045	7.21505	
ENSMUSG00000033740	0.114938	0.0150423	0.185108	0.483368	0.500739	0.0496146	0.112283	0.18678	0.10598	
ENSMUSG00000033751	22.4687	26.4159	21.1619	14.2185	13.8389	13.9171	8.12136	21.208	16.6639	
ENSMUSG00000033752	33.4527	27.434	25.3718	25.9191	27.3537	24.1025	23.0451	22.0614	26.1734	
ENSMUSG00000033760	7.20092	5.68988	7.30851	9.7132	8.73659	6.54971	7.06036	6.50882	6.96809	
ENSMUSG00000033762	14.2193	14.9178	13.5199	9.96535	9.45362	15.1305	11.5151	15.2521	14.4556	
ENSMUSG00000033763	8.4027	10.1335	10.1359	5.92422	7.1927	9.63672	6.70504	8.64041	6.11318	
ENSMUSG00000033765	0	0	0	0	0	0	0	0.0697638	0.0557044	
ENSMUSG00000033767	11.7204	9.45776	8.99025	11.2403	9.76561	9.53916	9.81553	7.96893	9.25606	
ENSMUSG00000033768	5.70448	4.85763	4.49828	3.06016	4.39616	3.2213	3.03285	4.89356	4.44757	
ENSMUSG00000033769	11.1924	10.1328	9.61015	15.1367	17.7545	9.5782	17.5783	10.1339	17.4267	
ENSMUSG00000033770	0.261105	0.652227	0.466498	0.142262	1.49281	0.570774	0.702674	0.431191	0.410008	
ENSMUSG00000033773	23.696	23.4775	18.8707	16.705	21.219	22.2881	19.3335	20.8062	19.3051	
ENSMUSG00000033774	0.00728472	0	0.00762788	0	0.0491503	0	0.0118428	0	0.0174897	
ENSMUSG00000033777	0.343021	0.35076	0.276046	0.850353	0.754682	0.299638	0.449823	0.288814	0.221618	
ENSMUSG00000033781	2.8768	1.69476	1.56359	2.1033	1.03818	1.68279	1.26161	2.03694	1.17832	
ENSMUSG00000033788	2.34818	6.3317	2.96409	3.11375	6.19509	3.9026	3.32036	3.85561	3.04459	
ENSMUSG00000033790	7.74818	7.68649	10.2521	9.07522	11.5862	10.0015	10.6569	8.87735	8.51432	
ENSMUSG00000033792	2.49569	3.11721	3.56021	9.05605	5.19677	3.38805	3.93255	3.23301	3.42417	
ENSMUSG00000033793	47.3216	38.9204	40.5161	47.789	42.7311	39.9718	41.4528	37.3164	38.6154	
ENSMUSG00000033794	0	0	0	0	0	0	0.00801851	0	0.00787071	
ENSMUSG00000033799	13.5344	11.9611	17.6874	12.7555	11.4934	16.5296	13.337	13.6264	11.1543	
ENSMUSG00000033805	0.276673	0.13907	0.29573	0.456715	0.713736	0.465763	0.174593	0.570898	0.242554	
ENSMUSG00000033808	14.196	14.8349	17.4304	24.2615	24.5867	17.408	19.936	15.6965	18.8349	
ENSMUSG00000033809	18.5424	21.0923	18.2401	14.1601	11.5896	20.2646	16.2987	19.3969	19.8605	
ENSMUSG00000033813	79.0296	76.5843	94.3466	126.061	128.969	77.9293	97.4618	75.6862	84.1814	
